customerId,purchaseDate,categorySet,itemIdSet,itemNameSet,season,seasonLabel,isHoliday,isFestival,timeSlot,timeSlotLabel,monthPartLabel,weekOfMonth,basket_category_embedding
23500,21-03-25,"{Beverage-Juice, Pantry-Oils, Pantry-Rice, Meat-Fresh, Clothing-Traditional, Clothing-Accessories, Fish-Fresh}","{2915, 2038, 952, 2801, 13988, 25811, 13985, 2030, 31928, 3179, 13921, 32269}","{P.Drinko Float Lichi Drink-250ml, Teer Soya Oil 2Lt(Bottle), Chashi Aroma.Chinigura Rice-2kg, Vita Juice -250ml, Beef Bone Full, Miton Ezafa Sari- 0001, Cow Lever-K, Pran Aromatic Rice-2kg, Chowa Gamsa-521, Starship Mango Juice 250ml pack, Rui Fish-M-(MNK), Gopal Ind Like Me Bra S-38 (4/23)}",Summer,2,1,1,Evening,4,3,4,"[31.321502, -0.276666, -0.16848, 0.581268, -0.10577, 0.21486, 0.06595, 0.835581]"
23441,21-03-25,"{Pantry-Rice, Meat-Fresh, Spices-Cooking, Pantry-Oils}","{2030, 13986, 3612, 890, 12627, 13988, 12655}","{Pran Aromatic Rice-2kg, Cow Stomach-K, Italiano Sweet Chilli Sauce-340g, Radhuni Garam Masala-40gm, Ramisa-Fried Chira Masala Pkt-200gm, Beef Bone Full, Ramisa Nut(Oil)-200gm}",Summer,2,1,1,Evening,4,3,4,"[33.438224, -1.57597, -1.013403, -0.241903, 0.281403, 0.561597, 0.441108, 0.157823]"
23439,21-03-25,"{Meat-Fresh, Pantry-Rice, Pantry-Oils, Veg-Cooking, Pantry-Sweeteners, Clothing-Traditional}","{13989, 976, 13793, 2043, 14998, 12655, 4958, 31849}","{Beef Without Bone Special, Lata Rice-KG, C.N Chicken Nuggets-250gm, Rupchanda Soyabean-5Ltr, Capsicum Green, Ramisa Nut(Oil)-200gm, Teer Sugar-1Kg, RF Fotua-064}",Summer,2,1,1,Evening,4,3,4,"[30.901283, -0.789624, -0.596834, 0.519491, 0.055997, -0.585966, 0.538242, -0.165754]"
23471,21-03-25,"{Household-Cleaning, Dairy-Milk, Bakery-Bread, Chocolates-Sweets, Protein-Egg, Meat-Fresh, Beverage-Hot, Household-Utility, Pantry-Flour}","{2364, 3185, 43017, 1217, 13352, 14978, 6815, 3952, 6812, 14995, 30626}","{Rok Tiles & Bathroom- 1000ml, Marks Milk Shake AS-125, Doughtnut Sugar Bread-200gm, Chupa Chups lolipop, Queens Egg Bread- 125g, Chicken (B-Skin Less), Horlicks - 500gm Jar, Pran UHT Milk-200ml, Horlicks Classic Malt-250gm Jar, Bottle Guard Big(Lau)-Pc, Bashundhara Maida-2kg}",Summer,2,1,1,Evening,4,3,4,"[28.651177, 0.153653, -0.597099, 0.316643, 0.337417, 0.02628, 0.117736, 0.05162]"
23527,21-03-25,"{Beverage-Juice, Pantry-Rice, Clothing-Accessories, Meat-Fresh, Clothing-Casual, Pantry-DryFood, Dairy-Other, Pantry-Oils, Other, Spices-Cooking, Personal-Care-Oral}","{3191, 2030, 32269, 14978, 2801, 31963, 31928, 3179, 13988, 31328, 7075, 976, 12625, 14968, 891, 952, 2143}","{Frooto Mango Juice-500ml, Pran Aromatic Rice-2kg, Gopal Ind Like Me Bra S-38 (4/23), Chicken (B-Skin Less), Vita Juice -250ml, China Baby Frock -7808 (4/23), Chowa Gamsa-521, Starship Mango Juice 250ml pack, Beef Bone Full, Prince Lacha Samai-200g(Pkt), Herman Peanut Butter-340gm, Lata Rice-KG, Ramisa-Fried Chira Oil Pkt-200gm, Eye Of Arum(Tall) (Kachurmukhi)-kg, R.Spices(Turmaric)-100g, Chashi Aroma.Chinigura Rice-2kg, Sensodyne Toothbrush Soft}",Summer,2,1,1,Evening,4,3,4,"[29.784926, -0.517683, -0.279102, -0.114597, 0.171588, 0.021755, 0.21442, 0.268443]"
23455,21-03-25,"{Beverage-Juice, Beverage-Carbonated, Pantry-Rice, Instant-Food, Household-AirCare, Desserts-Traditional, Personal-Care-Sanitary, Spices-Cooking}","{2801, 22235, 976, 3179, 22237, 26536, 28573, 12637, 30745, 332}","{Vita Juice -250ml, Coca Cola-2.25Lt(Pet), Lata Rice-KG, Starship Mango Juice 250ml pack, Coca Cola-600ml(Pet), Knorr Soup-24gm, Lattafa Air Freshener-300ml (Pure Oudi), Ramisa-Nakshi Pitha Box-4 Pcs, Senora Confidence-16Pads, ACI Pure Salt-1Kg}",Summer,2,1,1,Evening,4,3,4,"[29.182748, -0.740542, 0.495987, -0.516129, 0.361374, -0.004244, -0.250062, 0.312762]"
23476,21-03-25,"{Beverage-Juice, Snacks-General, Fish-Fresh, Spices-Cooking}","{3191, 7516, 13901, 4840, 12834, 2915, 3179}","{Frooto Mango Juice-500ml, Belleame Digestive Biscuit- 135g, Katol Fish (Small)-(MNK), Sun Chips Mix Masala-35gm, Prince Betel Spice 100gm, P.Drinko Float Lichi Drink-250ml, Starship Mango Juice 250ml pack}",Summer,2,1,1,Evening,4,3,4,"[32.22384, -0.092921, -0.572632, -1.097944, -0.980744, 1.262929, -0.935116, 0.407962]"
23465,21-03-25,"{Protein-Egg, Meat-Fresh, Pantry-DryFood, Pantry-Pulses, Beverage-Carbonated, Pantry-Rice, Spices-Cooking}","{13352, 13989, 25474, 12664, 13793, 13988, 22234, 15262, 2030, 3612, 12823}","{Queens Egg Bread- 125g, Beef Without Bone Special, Lassa Special Semai-500g(Pkt), Ramisa Dal Vaja-200g, C.N Chicken Nuggets-250gm, Beef Bone Full, Sprite-1.25 Lt(Pet), Cow Brain-K, Pran Aromatic Rice-2kg, Italiano Sweet Chilli Sauce-340g, Jafran}",Summer,2,1,1,Night,5,3,4,"[31.130084, -0.64683, -0.174548, -0.044633, 0.555707, 0.24878, -0.122648, -0.24021]"
23472,21-03-25,"{Pantry-Rice, Spices-Cooking, Meat-Fresh, Fish-Fresh}","{952, 3612, 2030, 13793, 13930, 13986, 13802, 14978, 14046, 12627, 4840, 15262, 891}","{Chashi Aroma.Chinigura Rice-2kg, Italiano Sweet Chilli Sauce-340g, Pran Aromatic Rice-2kg, C.N Chicken Nuggets-250gm, Poa Fish Small-(MNK), Cow Stomach-K, Chicken (Deshi), Chicken (B-Skin Less), Gulsha Fish(Small)-(HB), Ramisa-Fried Chira Masala Pkt-200gm, Sun Chips Mix Masala-35gm, Cow Brain-K, R.Spices(Turmaric)-100g}",Summer,2,1,1,Night,5,3,4,"[33.492508, -1.128882, -0.955283, 0.055511, 0.386825, 1.404981, -0.088797, 0.769879]"
23548,21-03-25,"{Meat-Fresh, Spices-Cooking, Beverage-Juice, Pantry-Rice, Pantry-Grains, Veg-Cooking}","{13989, 708, 14978, 3179, 976, 12826, 13988, 14958, 13986}","{Beef Without Bone Special, Radhuni Chatpati Masala 50Gm, Chicken (B-Skin Less), Starship Mango Juice 250ml pack, Lata Rice-KG, Chia Seed (Dana) New-100g, Beef Bone Full, Green Chilli(kg), Cow Stomach-K}",Summer,2,1,1,Night,5,3,4,"[31.544773, -1.099519, -0.880821, -0.232532, 0.424504, -0.494118, -0.500753, 0.307616]"
23458,21-03-25,"{Beverage-Juice, Household-Tissue, Personal-Care-Cosmetics, Spices-MeatSpecial}","{3191, 24715, 16230, 762}","{Frooto Mango Juice-500ml, Bashun Paper Towel 1Ply- 250Pcs, Polar Ice-Cream Kheer-1Ltr, Maggi Saad -E -Magic S Mix-48g}",Summer,2,1,1,Night,5,3,4,"[26.495913, 0.158775, 0.353748, 0.006036, -0.077845, -0.572655, -0.629975, 0.812797]"
23586,21-03-25,"{Veg-Cooking, Spices-Cooking, Dairy-Milk, Meat-Fresh, Pantry-Pulses, Fish-Fresh}","{15279, 708, 3831, 14978, 12627, 318, 13930}","{Thai Papaya Ripe Red Lady, Radhuni Chatpati Masala 50Gm, Milk Vita Liquid Milk-1Ltr, Chicken (B-Skin Less), Ramisa-Fried Chira Masala Pkt-200gm, Musur Pulse Kangaroo -1Kg (sp), Poa Fish Small-(MNK)}",Summer,2,1,1,Night,5,3,4,"[31.71348, 0.085276, -1.204987, -0.266164, -0.211832, 0.002705, 0.031647, 0.258104]"
23581,21-03-25,"{Dairy-Other, Fruits-Fresh, Beverage-Juice, Personal-Care-Hair, Bakery-Bread, Beverage-Carbonated, Chocolates-Sweets}","{7055, 14844, 2801, 4259, 27, 22258, 1374, 22251}","{Lactima Cbeddar Slice Cheese-200gm, Banana Green Small-kg, Vita Juice -250ml, Sunsilk G.Tea & W.Lilly F Shampoo-375ml, Pran Toast-250g, Pepsi 600ml, Nestle Kitkat Chocolate- 41.5g, Mountan Dew-250ml Can}",Summer,2,1,1,Night,5,3,4,"[28.645268, 0.124507, 0.068281, -0.338031, 0.536004, -0.440525, -0.085483, 0.36106]"
23546,21-03-25,"{Veg-Cooking, Personal-Care-Hair, Clothing-Casual, Clothing-Accessories}","{14964, 4259, 32123, 32269}","{Green Papaya(kg), Sunsilk G.Tea & W.Lilly F Shampoo-375ml, Ch Baby T-Shirt-21030 (4/23), Gopal Ind Like Me Bra S-38 (4/23)}",Summer,2,1,1,Night,5,3,4,"[28.65511, -0.150909, -0.319429, -0.283273, 0.003489, -0.986946, 0.046841, -0.123891]"
23476,22-03-25,"{Spices-Cooking, Pantry-Rice, Protein-Egg, Meat-Fresh}","{3739, 2030, 13352, 13793, 976, 13986, 13989}","{Hot Pran Tomato Sauce-500gm, Pran Aromatic Rice-2kg, Queens Egg Bread- 125g, C.N Chicken Nuggets-250gm, Lata Rice-KG, Cow Stomach-K, Beef Without Bone Special}",Summer,2,1,1,Morning,1,3,4,"[32.937163, -1.722554, -1.161626, -0.162455, 0.786661, 0.74915, -0.185233, 0.2904]"
23507,22-03-25,"{Veg-Cooking, Beverage-Hot, Chocolates-Sweets, Snacks-General, Personal-Care-Sanitary, Beverage-Carbonated, Bakery-Bread, Pantry-Oils}","{14821, 6815, 1709, 4845, 30743, 22237, 16240, 2038}","{Green Pumpkin-pc, Horlicks - 500gm Jar, Ginnou Wrapper Chocolate Box -44gm, Sun Chips Tomato Tango 38g, Senora S.Nap Eco(Belt)-15s Pad, Coca Cola-600ml(Pet), Polar Cake - 1Ltr, Teer Soya Oil 2Lt(Bottle)}",Summer,2,1,1,Morning,1,3,4,"[30.387154, -0.222118, -0.358925, -0.249967, -0.580254, -0.627556, 0.218732, -0.522092]"
23433,22-03-25,"{Meat-Fresh, Beverage-Carbonated, Pickle, Bakery-Bread, Dairy-Milk}","{13986, 22235, 1189, 27, 13793, 22259, 3952, 13989}","{Cow Stomach-K, Coca Cola-2.25Lt(Pet), Prince Mango Pickle(400gm), Pran Toast-250g, C.N Chicken Nuggets-250gm, Mirinda Orange- 600ml, Pran UHT Milk-200ml, Beef Without Bone Special}",Summer,2,1,1,Morning,1,3,4,"[29.76501, 0.127067, -0.719042, 0.399912, 0.774313, -0.499315, 0.171454, -0.460665]"
23471,22-03-25,"{Spices-Cooking, Meat-Fresh, Pantry-Oils, Pantry-Rice}","{890, 13988, 4840, 2043, 2038, 782, 453, 2030, 976}","{Radhuni Garam Masala-40gm, Beef Bone Full, Sun Chips Mix Masala-35gm, Rupchanda Soyabean-5Ltr, Teer Soya Oil 2Lt(Bottle), Panch Foron-100g, Saad Testy Bit Salt-100gm, Pran Aromatic Rice-2kg, Lata Rice-KG}",Summer,2,1,1,Morning,1,3,4,"[33.438224, -1.57597, -1.013403, -0.241903, 0.281403, 0.561597, 0.441108, 0.157823]"
23457,22-03-25,"{Spices-Cooking, Veg-Cooking, Fish-Fresh, Household-Kitchen}","{12834, 4840, 14815, 13922, 10415, 14046}","{Prince Betel Spice 100gm, Sun Chips Mix Masala-35gm, Tomato L.C(kg), Rui Fish (S1)-(MNK), Chaad Dish Washing Liq Lemon -500ml, Gulsha Fish(Small)-(HB)}",Summer,2,1,1,Morning,1,3,4,"[31.314299, -0.145483, -0.58548, -1.312996, -0.814792, 0.066312, -0.088297, 0.322541]"
23557,22-03-25,"{Fruits-Fresh, Meat-Fresh, Spices-Cooking, Pantry-Rice, Pantry-Oils}","{14844, 13802, 708, 2030, 952, 2038, 12655, 13989}","{Banana Green Small-kg, Chicken (Deshi), Radhuni Chatpati Masala 50Gm, Pran Aromatic Rice-2kg, Chashi Aroma.Chinigura Rice-2kg, Teer Soya Oil 2Lt(Bottle), Ramisa Nut(Oil)-200gm, Beef Without Bone Special}",Summer,2,1,1,Morning,1,3,4,"[31.372746, -1.171759, -0.751453, -0.169803, 0.319002, 0.411924, 0.214943, 0.093942]"
23579,22-03-25,"{Dairy-Other, Clothing-Traditional, Pantry-Oils, Meat-Fresh, Pantry-Rice, Clothing-Casual}","{25437, 25811, 12655, 13988, 2030, 7075, 32123}","{Aarong Butter Salted-100gm, Miton Ezafa Sari- 0001, Ramisa Nut(Oil)-200gm, Beef Bone Full, Pran Aromatic Rice-2kg, Herman Peanut Butter-340gm, Ch Baby T-Shirt-21030 (4/23)}",Summer,2,1,1,Morning,1,3,4,"[30.84539, -0.708354, -0.472242, 0.614766, 0.406105, 0.293934, 1.11353, -0.068569]"
23392,22-03-25,"{Clothing-Casual, Personal-Care-Cosmetics, Clothing-Accessories, Beverage-Juice, Pantry-Rice, Meat-Fresh, Beverage-Carbonated, Personal-Care-Bath}","{32223, 109, 32269, 3179, 2030, 292, 13793, 976, 22260, 13988, 25569}","{Anita Ind ONN Vest- NF 221(4/23), Wheel 2in1 Clean & Fresh Powder-1Kg, Gopal Ind Like Me Bra S-38 (4/23), Starship Mango Juice 250ml pack, Pran Aromatic Rice-2kg, Super White Powder-1000g, C.N Chicken Nuggets-250gm, Lata Rice-KG, Pepsi (Diet) 600ml, Beef Bone Full, Lifeboy Liquid Total Hand Wash-1L}",Summer,2,1,1,Afternoon,3,3,4,"[30.002318, -0.557621, 0.006286, 0.298839, 0.555549, -0.322427, -0.236396, 0.379828]"
23514,22-03-25,"{Meat-Fresh, Spices-Cooking, Pantry-Oils, Pantry-Rice, Fish-Fresh, Veg-Cooking, Personal-Care-Hair}","{13988, 878, 2043, 952, 453, 13793, 708, 13958, 6848, 14978, 4122}","{Beef Bone Full, Radhuni Spices (Corinder)-100gm, Rupchanda Soyabean-5Ltr, Chashi Aroma.Chinigura Rice-2kg, Saad Testy Bit Salt-100gm, C.N Chicken Nuggets-250gm, Radhuni Chatpati Masala 50Gm, Shrimp Fish Bagda, Garlic China Big-(kg), Chicken (B-Skin Less), Clear Complete Active Care Shampoo-330ml}",Summer,2,1,1,Afternoon,3,3,4,"[32.097241, -0.655836, -0.666029, -0.123343, -0.314265, 0.142567, 0.074098, 0.227372]"
23530,22-03-25,"{Pantry-Rice, Fish-Fresh, Pantry-Oils, Pantry-Grains, Spices-Cooking, Beverage-Juice, Meat-Fresh, Veg-Cooking}","{976, 13930, 14046, 32441, 12826, 878, 2801, 13793, 14964, 3179}","{Lata Rice-KG, Poa Fish Small-(MNK), Gulsha Fish(Small)-(HB), Ela vista pomace olive oil 250 ml, Chia Seed (Dana) New-100g, Radhuni Spices (Corinder)-100gm, Vita Juice -250ml, C.N Chicken Nuggets-250gm, Green Papaya(kg), Starship Mango Juice 250ml pack}",Summer,2,1,1,Afternoon,3,3,4,"[31.713192, -0.481135, -0.523777, -0.12286, -0.265523, -0.121429, -0.222567, 0.467757]"
23432,22-03-25,"{Clothing-Accessories, Bakery-Bread, Household-Tissue, Personal-Care-Hair, Dairy-Other, Personal-Care-Sanitary}","{31928, 16240, 24715, 4122, 6838, 30745}","{Chowa Gamsa-521, Polar Cake - 1Ltr, Bashun Paper Towel 1Ply- 250Pcs, Clear Complete Active Care Shampoo-330ml, Aarong Probiotic Yogurt-500gm, Senora Confidence-16Pads}",Summer,2,1,1,Afternoon,3,3,4,"[27.865073, -0.212584, -0.238761, -0.027523, 0.0342, -0.088423, -0.119092, 0.467645]"
23405,22-03-25,"{Pantry-Rice, Spices-Cooking, Veg-Cooking, Clothing-Casual, Beverage-Juice, Fish-Fresh, Instant-Food}","{952, 332, 14975, 32123, 3191, 13958, 14815, 3190, 26615}","{Chashi Aroma.Chinigura Rice-2kg, ACI Pure Salt-1Kg, Capsicum Yellow(kg), Ch Baby T-Shirt-21030 (4/23), Frooto Mango Juice-500ml, Shrimp Fish Bagda, Tomato L.C(kg), Pran Mango Junior-125ml, Maggi 2min Masala-248g (Jumbo)}",Summer,2,1,1,Evening,4,3,4,"[31.33123, -0.71602, 0.017902, -0.545491, 0.075251, 0.11996, -0.469007, 0.439326]"
23440,22-03-25,"{Pantry-DryFood, Pantry-Sweeteners, Pantry-Grains, Spices-MeatSpecial, Pantry-Rice, Meat-Fresh, Beverage-Juice, Chocolates-Sweets, Veg-Cooking, Pantry-Pulses, Fish-Fresh, Clothing-Traditional}","{25474, 4958, 12826, 762, 2030, 13793, 2801, 1704, 6848, 489, 952, 13922, 25811, 3179, 32190}","{Lassa Special Semai-500g(Pkt), Teer Sugar-1Kg, Chia Seed (Dana) New-100g, Maggi Saad -E -Magic S Mix-48g, Pran Aromatic Rice-2kg, C.N Chicken Nuggets-250gm, Vita Juice -250ml, Cho Cup Strawberry Cup -40g, Garlic China Big-(kg), Chola Pulse-1kg, Chashi Aroma.Chinigura Rice-2kg, Rui Fish (S1)-(MNK), Miton Ezafa Sari- 0001, Starship Mango Juice 250ml pack, Aradhya Punjabi-2610}",Summer,2,1,1,Evening,4,3,4,"[28.947032, 0.051094, -0.164195, 0.471068, 0.205587, -0.098082, -0.053908, 0.216267]"
23464,22-03-25,"{Meat-Fresh, Pantry-Rice, Veg-Cooking, Beverage-Carbonated, Spices-Cooking}","{13988, 976, 14958, 13986, 2030, 13985, 22241, 878}","{Beef Bone Full, Lata Rice-KG, Green Chilli(kg), Cow Stomach-K, Pran Aromatic Rice-2kg, Cow Lever-K, Kinley Club Soda -600ml, Radhuni Spices (Corinder)-100gm}",Summer,2,1,1,Evening,4,3,4,"[33.008782, -1.429068, -0.751043, -0.524418, 0.574952, -0.564182, 0.161411, -0.225704]"
23402,22-03-25,"{Pantry-DryFood, Dairy-Other, Pantry-Rice, Spices-Cooking, Meat-Fresh}","{25474, 15275, 952, 4840, 13989, 976}","{Lassa Special Semai-500g(Pkt), Austrogram Cheese, Chashi Aroma.Chinigura Rice-2kg, Sun Chips Mix Masala-35gm, Beef Without Bone Special, Lata Rice-KG}",Summer,2,1,1,Evening,4,3,4,"[31.828392, -1.320189, -0.844988, -0.030423, 0.379266, 0.728411, 0.279187, 0.032953]"
23442,22-03-25,"{Meat-Fresh, Beverage-Carbonated, Pantry-Rice, Beverage-Juice, Fish-Fresh, Spices-Cooking}","{13802, 22259, 2030, 13989, 3179, 14045, 878, 42961, 891}","{Chicken (Deshi), Mirinda Orange- 600ml, Pran Aromatic Rice-2kg, Beef Without Bone Special, Starship Mango Juice 250ml pack, Pabda Fish (Big), Radhuni Spices (Corinder)-100gm, Dolphin Nata de Coco Drink (All)-270gm, R.Spices(Turmaric)-100g}",Summer,2,1,1,Evening,4,3,4,"[32.680805, -0.592456, -0.176784, -0.268456, 0.526499, 0.415402, -0.248248, 0.712959]"
23511,22-03-25,"{Pantry-Rice, Pantry-Oils, Beverage-Juice, Meat-Fresh, Spices-Cooking, Pantry-DryFood, Household-Kitchen, Veg-Cooking}","{976, 12655, 3190, 13793, 13802, 952, 704, 14978, 31328, 10415, 14983, 25474}","{Lata Rice-KG, Ramisa Nut(Oil)-200gm, Pran Mango Junior-125ml, C.N Chicken Nuggets-250gm, Chicken (Deshi), Chashi Aroma.Chinigura Rice-2kg, Radhuni Spices Cumin-200gm, Chicken (B-Skin Less), Prince Lacha Samai-200g(Pkt), Chaad Dish Washing Liq Lemon -500ml, Cauliflower(B)-Pc, Lassa Special Semai-500g(Pkt)}",Summer,2,1,1,Evening,4,3,4,"[31.444732, -0.782613, -0.50577, -0.144425, -0.074197, -0.441868, -0.110985, -0.014128]"
23455,22-03-25,"{Pantry-Rice, Pantry-Oils, Spices-Cooking, Fish-Fresh, Veg-Cooking}","{976, 12625, 704, 13930, 14958, 782, 2030}","{Lata Rice-KG, Ramisa-Fried Chira Oil Pkt-200gm, Radhuni Spices Cumin-200gm, Poa Fish Small-(MNK), Green Chilli(kg), Panch Foron-100g, Pran Aromatic Rice-2kg}",Summer,2,1,1,Night,5,3,4,"[33.0712, -1.111062, 0.002653, -0.748768, -0.887924, 0.147983, 0.040812, 0.214207]"
23572,22-03-25,"{Meat-Fresh, Beverage-Juice, Fish-Fresh, Pantry-DryFood}","{13793, 2915, 13917, 31328, 13988}","{C.N Chicken Nuggets-250gm, P.Drinko Float Lichi Drink-250ml, Rui Fish (XL)-(HB), Prince Lacha Samai-200g(Pkt), Beef Bone Full}",Summer,2,1,1,Night,5,3,4,"[31.081398, 1.027853, -0.750878, 0.997702, -0.100023, 0.322189, -0.708704, 0.694855]"
23565,22-03-25,"{Personal-Care-Sanitary, Personal-Care-Cosmetics, Chocolates-Sweets, Instant-Food, Other}","{30743, 886, 1704, 30745, 26627, 545}","{Senora S.Nap Eco(Belt)-15s Pad, Radhuni Chilli Powder -200gm, Cho Cup Strawberry Cup -40g, Senora Confidence-16Pads, Sajeeb Noodles-180g (TS), Golden Raisin (Kismis)-200gm}",Summer,2,1,1,Night,5,3,4,"[26.963066, -0.130385, -0.130038, 0.076221, -0.265816, -0.325337, -0.047972, 0.679201]"
23452,23-03-25,"{Personal-Care-Sanitary, Pantry-Flour, Dairy-Other, Protein-Egg, Pantry-Oils, Dairy-Milk, Pantry-Rice}","{30743, 30626, 25437, 14034, 32441, 12655, 3182, 952, 3185}","{Senora S.Nap Eco(Belt)-15s Pad, Bashundhara Maida-2kg, Aarong Butter Salted-100gm, Omega 3 Enriched Egg-12pcs, Ela vista pomace olive oil 250 ml, Ramisa Nut(Oil)-200gm, Starship Chocolate Milk-200ml, Chashi Aroma.Chinigura Rice-2kg, Marks Milk Shake AS-125}",Summer,2,0,1,Morning,1,3,4,"[30.217428, -1.020018, 0.329103, 0.335107, -0.532668, 0.007513, 0.582563, 0.235009]"
23442,23-03-25,"{Personal-Care-Sanitary, Pantry-Rice, Veg-Cooking, Pantry-Oils, Beverage-Juice, Meat-Fresh}","{30745, 2030, 14843, 32441, 2043, 2915, 13988, 14978}","{Senora Confidence-16Pads, Pran Aromatic Rice-2kg, Cucumber Deshi (kg), Ela vista pomace olive oil 250 ml, Rupchanda Soyabean-5Ltr, P.Drinko Float Lichi Drink-250ml, Beef Bone Full, Chicken (B-Skin Less)}",Summer,2,0,1,Morning,1,3,4,"[31.957308, -0.958719, -0.606751, 0.555289, -0.087177, -0.982384, -0.181517, 0.373418]"
23514,23-03-25,"{Fish-Fresh, Spices-Cooking, Veg-Cooking, Pantry-Rice, Meat-Fresh, Pantry-DryFood}","{14046, 704, 14975, 976, 13958, 708, 13989, 25474, 952}","{Gulsha Fish(Small)-(HB), Radhuni Spices Cumin-200gm, Capsicum Yellow(kg), Lata Rice-KG, Shrimp Fish Bagda, Radhuni Chatpati Masala 50Gm, Beef Without Bone Special, Lassa Special Semai-500g(Pkt), Chashi Aroma.Chinigura Rice-2kg}",Summer,2,0,1,Afternoon,3,3,4,"[32.320551, -0.761779, -0.754124, 0.078768, -0.158871, 0.269746, -0.2452, -0.035949]"
23506,23-03-25,"{Spices-Cooking, Fish-Fresh, Pantry-DryFood, Meat-Fresh, Beverage-Carbonated, Pantry-Rice, Dairy-Other}","{890, 13917, 25474, 14978, 13793, 13802, 22235, 952, 15275}","{Radhuni Garam Masala-40gm, Rui Fish (XL)-(HB), Lassa Special Semai-500g(Pkt), Chicken (B-Skin Less), C.N Chicken Nuggets-250gm, Chicken (Deshi), Coca Cola-2.25Lt(Pet), Chashi Aroma.Chinigura Rice-2kg, Austrogram Cheese}",Summer,2,0,1,Afternoon,3,3,4,"[31.751769, -0.535814, -0.177243, -0.077996, 0.085506, 0.683006, 0.313907, 0.195073]"
23466,23-03-25,"{Pantry-Rice, Fish-Fresh, Veg-Cooking, Instant-Food, Beverage-Carbonated, Meat-Fresh, Beverage-Juice}","{2030, 13917, 14958, 26607, 22260, 15262, 3191, 13958, 3179}","{Pran Aromatic Rice-2kg, Rui Fish (XL)-(HB), Green Chilli(kg), Doodles Stick Noodles-300gm, Pepsi (Diet) 600ml, Cow Brain-K, Frooto Mango Juice-500ml, Shrimp Fish Bagda, Starship Mango Juice 250ml pack}",Summer,2,0,1,Evening,4,3,4,"[31.711808, -0.389093, -0.128362, 0.444375, 0.100159, -0.449207, -0.354679, 0.616627]"
23385,23-03-25,"{Pantry-Rice, Protein-Egg, Beverage-Juice, Meat-Fresh, Clothing-Casual, Snacks-General}","{952, 13352, 3190, 13802, 31963, 13846, 13985}","{Chashi Aroma.Chinigura Rice-2kg, Queens Egg Bread- 125g, Pran Mango Junior-125ml, Chicken (Deshi), China Baby Frock -7808 (4/23), Beef Samusa, Cow Lever-K}",Summer,2,0,1,Evening,4,3,4,"[31.400097, -0.963839, -0.698926, 0.829195, 0.38958, 0.301102, -0.392251, -0.054343]"
23433,23-03-25,"{Clothing-Traditional, Clothing-Accessories, Personal-Care-Cosmetics, Meat-Processed, Meat-Fresh, Beverage-Carbonated, Pantry-Sweeteners, Spices-Cooking}","{32190, 32269, 16230, 13604, 13793, 22258, 15180, 3612}","{Aradhya Punjabi-2610, Gopal Ind Like Me Bra S-38 (4/23), Polar Ice-Cream Kheer-1Ltr, Eon Chicken Spring Roll- 300gm, C.N Chicken Nuggets-250gm, Pepsi 600ml, Akher Sugar -1kg, Italiano Sweet Chilli Sauce-340g}",Summer,2,0,1,Evening,4,3,4,"[28.760529, -0.015418, -0.396312, -0.533846, 0.305536, -0.119547, 0.290976, 0.178286]"
23530,23-03-25,"{Pantry-Flour, Dry-Fruits, Pantry-Rice, Clothing-Traditional, Personal-Care-Cosmetics, Clothing-Accessories}","{30627, 12674, 976, 23117, 952, 3787, 12963, 31928}","{Bashundhara Atta-2kg, Ramisa Sweet Munakka-200gm, Lata Rice-KG, One Man Punjabi -0521, Chashi Aroma.Chinigura Rice-2kg, Rose Water-180ml, White Kazu Badam-50g, Chowa Gamsa-521}",Summer,2,0,1,Evening,4,3,4,"[28.027803, -0.973009, 0.570355, 0.41132, -0.107609, 0.021933, 0.008035, 0.329803]"
23582,23-03-25,"{Household-Laundry, Pantry-Rice, Meat-Fresh, Spices-Cooking, Beverage-Water}","{133, 976, 13802, 453, 25486}","{Rin Advanced-500gm, Lata Rice-KG, Chicken (Deshi), Saad Testy Bit Salt-100gm, Aquafina Drinking Water- 500ml}",Summer,2,0,1,Night,5,3,4,"[29.560659, -1.106138, -0.708195, -0.169336, 0.966718, 0.693931, -0.199677, 0.097291]"
23494,23-03-25,"{Meat-Fresh, Spices-Cooking, Pantry-Rice, Veg-Cooking, Fish-Fresh}","{13793, 891, 2030, 14978, 14964, 13917, 976, 13986}","{C.N Chicken Nuggets-250gm, R.Spices(Turmaric)-100g, Pran Aromatic Rice-2kg, Chicken (B-Skin Less), Green Papaya(kg), Rui Fish (XL)-(HB), Lata Rice-KG, Cow Stomach-K}",Summer,2,0,1,Night,5,3,4,"[33.315504, -1.091839, -1.082452, -0.125254, -0.015394, 0.281385, -0.178, 0.403064]"
23569,24-03-25,"{Pantry-Sweeteners, Dairy-Other, Meat-Fresh, Beverage-Hot, Dry-Fruits, Beverage-Carbonated}","{4958, 7055, 14978, 26888, 7196, 12674, 22260}","{Teer Sugar-1Kg, Lactima Cbeddar Slice Cheese-200gm, Chicken (B-Skin Less), Nescafe Classic Jar-50g, Austogram Mozzarella Cheese-250gm, Ramisa Sweet Munakka-200gm, Pepsi (Diet) 600ml}",Summer,2,0,1,Morning,1,3,5,"[28.795044, 0.223432, -0.408488, 0.012444, 0.415963, -0.135168, 0.68925, 0.31991]"
